policy,kind,seed_label,scenario_seed,reward,waiting_mean,queue_mean,phase_switches,steps
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5008,-449.30000000000007,6.2,1.5333333333333334,18,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5009,-377.20000000000016,5.266666666666667,1.1833333333333333,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5010,-255.99999999999997,3.433333333333333,0.9666666666666667,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5011,-332.1000000000001,4.55,1.1666666666666667,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5012,-410.2000000000001,5.666666666666667,1.3,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5013,-760.0000000000003,10.266666666666667,2.566666666666667,22,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5014,-179.09999999999997,2.466666666666667,0.7666666666666667,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3000,-402.20000000000005,5.733333333333333,1.2,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3001,-783.1000000000004,10.75,2.4833333333333334,22,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3002,-846.0000000000003,11.716666666666667,2.5166666666666666,21,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3003,-649.1000000000003,8.9,2.1,21,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3004,-431.5000000000001,6.05,1.3,16,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3005,-970.7000000000005,13.066666666666666,3.3,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3006,-371.2000000000001,5.183333333333334,1.15,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3007,-358.20000000000005,4.8,1.3666666666666667,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3008,-215.19999999999996,2.9166666666666665,0.8,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3009,-576.8000000000002,8.0,1.7666666666666666,18,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3010,-301.0,4.1,1.1333333333333333,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3011,-336.1000000000001,4.7,1.1,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3012,-260.9,3.7,0.9166666666666666,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3013,-385.10000000000014,5.4,1.1666666666666667,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,3014,-332.2000000000001,4.65,1.1166666666666667,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5000,-619.8000000000002,8.616666666666667,1.8333333333333333,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5001,-281.4,3.816666666666667,1.0166666666666666,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5002,-483.1000000000001,6.816666666666666,1.45,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5003,-277.1,3.8,1.0333333333333334,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5004,-845.3000000000004,11.283333333333333,2.933333333333333,23,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5005,-309.00000000000006,4.233333333333333,1.1333333333333333,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5006,-340.20000000000005,4.766666666666667,1.1,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5007,-325.1,4.5,1.1666666666666667,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5008,-444.8000000000002,6.1,1.55,19,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5009,-377.3000000000002,5.266666666666667,1.1833333333333333,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5010,-419.1,5.716666666666667,1.4,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5011,-340.00000000000006,4.683333333333334,1.1666666666666667,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5012,-424.30000000000007,5.883333333333334,1.3166666666666667,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5013,-738.3000000000003,9.966666666666667,2.5,22,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed1/best_model.zip,5014,-261.0,3.65,0.95,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3000,-396.50000000000017,5.266666666666667,1.45,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3001,-310.70000000000005,4.183333333333334,1.1,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3002,-665.3000000000002,8.95,2.316666666666667,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3003,-496.5000000000001,6.7,1.85,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3004,-398.5000000000001,5.333333333333333,1.4166666666666667,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3005,-386.4000000000001,5.3,1.35,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,3006,-363.50000000000006,4.866666666666666,1.3166666666666667,28,60
